,index,PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Embarked
864,866,558,No,1,"Robbins, Mr. Victor",male,53,0,0,PC 17757,227.525,C
865,867,737,No,3,"Ford, Mrs. Edward (Margaret Ann Watson)",female,48,1,3,W./C. 6608,34.375,S
866,868,602,No,3,"Slabenoff, Mr. Petco",male,42,0,0,349214,7.8958,S
867,869,46,No,3,"Rogers, Mr. William John",male,37,0,0,S.C./A.4. 23567,8.05,S
868,870,520,No,3,"Pavlovic, Mr. Stefo",male,32,0,0,349242,7.8958,S
869,871,812,No,3,"Lester, Mr. James",male,39,0,0,A/4 48871,24.15,S
870,872,786,No,3,"Harmer, Mr. Abraham (David Lishin)",male,25,0,0,374887,7.25,S
871,873,43,No,3,"Kraeff, Mr. Theodor",male,18,0,0,349253,7.8958,C
872,874,60,No,3,"Goodwin, Master. William Frederick",male,11,5,2,CA 2144,46.9,S
873,875,463,No,1,"Gee, Mr. Arthur H",male,47,0,0,111320,38.5,S
874,876,375,No,3,"Palsson, Miss. Stina Viola",female,3,3,1,349909,21.075,S
875,877,271,No,1,"Cairns, Mr. Alexander",male,10,0,0,113798,31.0,S
876,878,787,Yes,3,"Sjoblom, Miss. Anna Sofia",female,18,0,0,3101265,7.4958,S
877,879,275,Yes,3,"Healy, Miss. Hanora ""Nora""",female,28,0,0,370375,7.75,Q
878,880,360,Yes,3,"Mockler, Miss. Helen Mary ""Ellie""",female,38,0,0,330980,7.8792,Q
879,881,699,No,1,"Thayer, Mr. John Borland",male,49,1,1,17421,110.8833,C
880,882,775,Yes,2,"Hocking, Mrs. Elizabeth (Eliza Needs)",female,54,1,3,29105,23.0,S
881,883,809,No,2,"Meyer, Mr. August",male,39,0,0,248723,13.0,S
882,884,278,No,2,"Parkes, Mr. Francis ""Frank""",male,40,0,0,239853,0.0,S
883,885,150,No,2,"Byles, Rev. Thomas Roussel Davids",male,42,0,0,244310,13.0,S
884,886,10,Yes,2,"Nasser, Mrs. Nicholas (Adele Achem)",female,14,1,0,237736,30.0708,C
885,887,61,No,3,"Sirayanian, Mr. Orsen",male,22,0,0,2669,7.2292,C
886,888,535,No,3,"Cacic, Miss. Marija",female,30,0,0,315084,8.6625,S
887,889,102,No,3,"Petroff, Mr. Pastcho (""Pentcho"")",male,24,0,0,349215,7.8958,S
888,890,428,Yes,2,"Phillips, Miss. Kate Florence (""Mrs Kate Louise Phillips Marshall"")",female,19,0,0,250655,26.0,S
